Date,Currency,Exchange
8/15/2019,EUR,0.90
8/15/2019,GBP,0.82
8/16/2019,USD,1.00
8/16/2019,CAD,1.33
8/16/2019,AUD,1.47
8/16/2019,EUR,0.90
8/16/2019,GBP,0.82
8/17/2019,USD,1.00
8/17/2019,CAD,1.33
8/17/2019,AUD,1.47
8/17/2019,EUR,0.90
8/17/2019,GBP,0.82
8/18/2019,USD,1.00
8/18/2019,CAD,1.33
8/18/2019,AUD,1.47
8/18/2019,EUR,0.90
8/18/2019,GBP,0.82
8/19/2019,USD,1.00
8/19/2019,CAD,1.33
8/19/2019,AUD,1.47
8/19/2019,EUR,0.90
8/19/2019,GBP,0.82
8/20/2019,USD,1.00
8/20/2019,CAD,1.33
8/20/2019,AUD,1.48
8/20/2019,EUR,0.90
8/20/2019,GBP,0.83
8/21/2019,USD,1.00
8/21/2019,CAD,1.33
8/21/2019,AUD,1.47
8/21/2019,EUR,0.90
8/21/2019,GBP,0.82
8/22/2019,USD,1.00
8/22/2019,CAD,1.33
8/22/2019,AUD,1.48
8/22/2019,EUR,0.90
8/22/2019,GBP,0.82
8/23/2019,USD,1.00
8/23/2019,CAD,1.33
8/23/2019,AUD,1.48
8/23/2019,EUR,0.90
8/23/2019,GBP,0.82
8/24/2019,USD,1.00
8/24/2019,CAD,1.33
8/24/2019,AUD,1.48
8/24/2019,EUR,0.90
8/24/2019,GBP,0.82
8/25/2019,USD,1.00
8/25/2019,CAD,1.33
8/25/2019,AUD,1.48
8/25/2019,EUR,0.90
8/25/2019,GBP,0.82
8/26/2019,USD,1.00
8/26/2019,CAD,1.33
8/26/2019,AUD,1.48
8/26/2019,EUR,0.90
8/26/2019,GBP,0.82
8/27/2019,USD,1.00
8/27/2019,CAD,1.32
8/27/2019,AUD,1.48
8/27/2019,EUR,0.90
8/27/2019,GBP,0.81
8/28/2019,USD,1.00
8/28/2019,CAD,1.33
8/28/2019,AUD,1.48
8/28/2019,EUR,0.90
8/28/2019,GBP,0.82
8/29/2019,USD,1.00
8/29/2019,CAD,1.33
8/29/2019,AUD,1.48
8/29/2019,EUR,0.90
8/29/2019,GBP,0.82
8/30/2019,USD,1.00
8/30/2019,CAD,1.33
8/30/2019,AUD,1.49
8/30/2019,EUR,0.91
8/30/2019,GBP,0.82
8/31/2019,USD,1.00
8/31/2019,CAD,1.33
8/31/2019,AUD,1.49
8/31/2019,EUR,0.91
8/31/2019,GBP,0.82
9/1/2019,USD,1.00
9/1/2019,CAD,1.33
9/1/2019,AUD,1.49
9/1/2019,EUR,0.91
9/1/2019,GBP,0.82
9/2/2019,USD,1.00
9/2/2019,CAD,1.33
9/2/2019,AUD,1.49
9/2/2019,EUR,0.91
9/2/2019,GBP,0.83
9/3/2019,USD,1.00
9/3/2019,CAD,1.34
9/3/2019,AUD,1.49
9/3/2019,EUR,0.91
9/3/2019,GBP,0.83
9/4/2019,USD,1.00
9/4/2019,CAD,1.33
9/4/2019,AUD,1.47
9/4/2019,EUR,0.91
9/4/2019,GBP,0.82
9/5/2019,USD,1.00
9/5/2019,CAD,1.32
9/5/2019,AUD,1.47
9/5/2019,EUR,0.90
9/5/2019,GBP,0.81
9/6/2019,USD,1.00
9/6/2019,CAD,1.32
9/6/2019,AUD,1.46
9/6/2019,EUR,0.91
9/6/2019,GBP,0.81
9/7/2019,USD,1.00
9/7/2019,CAD,1.32
9/7/2019,AUD,1.46
9/7/2019,EUR,0.91
9/7/2019,GBP,0.81
9/8/2019,USD,1.00
9/8/2019,CAD,1.32
9/8/2019,AUD,1.46
9/8/2019,EUR,0.91
9/8/2019,GBP,0.81
9/9/2019,USD,1.00
9/9/2019,CAD,1.32
9/9/2019,AUD,1.46
9/9/2019,EUR,0.91
9/9/2019,GBP,0.81
9/10/2019,USD,1.00
9/10/2019,CAD,1.32
9/10/2019,AUD,1.46
9/10/2019,EUR,0.91
9/10/2019,GBP,0.81
9/11/2019,USD,1.00
9/11/2019,CAD,1.31
9/11/2019,AUD,1.46
9/11/2019,EUR,0.91
9/11/2019,GBP,0.81
9/12/2019,USD,1.00
9/12/2019,CAD,1.32
9/12/2019,AUD,1.45
9/12/2019,EUR,0.91
9/12/2019,GBP,0.81
9/13/2019,USD,1.00
9/13/2019,CAD,1.32
9/13/2019,AUD,1.45
9/13/2019,EUR,0.90
9/13/2019,GBP,0.80
9/14/2019,USD,1.00
9/14/2019,CAD,1.32
9/14/2019,AUD,1.45
9/14/2019,EUR,0.90
9/14/2019,GBP,0.80
9/15/2019,USD,1.00
9/15/2019,CAD,1.32
9/15/2019,AUD,1.45
9/15/2019,EUR,0.90
9/15/2019,GBP,0.80
9/16/2019,USD,1.00
9/16/2019,CAD,1.33
9/16/2019,AUD,1.46
9/16/2019,EUR,0.91
9/16/2019,GBP,0.80
9/17/2019,USD,1.00
9/17/2019,CAD,1.33
9/17/2019,AUD,1.46
9/17/2019,EUR,0.91
9/17/2019,GBP,0.81
9/18/2019,USD,1.00
9/18/2019,CAD,1.33
9/18/2019,AUD,1.46
9/18/2019,EUR,0.90
9/18/2019,GBP,0.80
9/19/2019,USD,1.00
9/19/2019,CAD,1.33
9/19/2019,AUD,1.47
9/19/2019,EUR,0.90
9/19/2019,GBP,0.80
9/20/2019,USD,1.00
9/20/2019,CAD,1.33
9/20/2019,AUD,1.47
9/20/2019,EUR,0.91
9/20/2019,GBP,0.80
9/21/2019,USD,1.00
9/21/2019,CAD,1.33
9/21/2019,AUD,1.47
9/21/2019,EUR,0.91
9/21/2019,GBP,0.80
9/22/2019,USD,1.00
9/22/2019,CAD,1.33
9/22/2019,AUD,1.47
9/22/2019,EUR,0.91
9/22/2019,GBP,0.80
9/23/2019,USD,1.00
9/23/2019,CAD,1.33
9/23/2019,AUD,1.48
9/23/2019,EUR,0.91
9/23/2019,GBP,0.80
9/24/2019,USD,1.00
9/24/2019,CAD,1.33
9/24/2019,AUD,1.47
9/24/2019,EUR,0.91
9/24/2019,GBP,0.80
9/25/2019,USD,1.00
9/25/2019,CAD,1.33
9/25/2019,AUD,1.48
9/25/2019,EUR,0.91
9/25/2019,GBP,0.81
9/26/2019,USD,1.00
9/26/2019,CAD,1.32
9/26/2019,AUD,1.48
9/26/2019,EUR,0.91
9/26/2019,GBP,0.81
9/27/2019,USD,1.00
9/27/2019,CAD,1.33
9/27/2019,AUD,1.48
9/27/2019,EUR,0.91
9/27/2019,GBP,0.81
9/28/2019,USD,1.00
9/28/2019,CAD,1.33
9/28/2019,AUD,1.48
9/28/2019,EUR,0.91
9/28/2019,GBP,0.81
9/29/2019,USD,1.00
9/29/2019,CAD,1.33
9/29/2019,AUD,1.48
9/29/2019,EUR,0.91
9/29/2019,GBP,0.81
9/30/2019,USD,1.00
9/30/2019,CAD,1.32
9/30/2019,AUD,1.48
9/30/2019,EUR,0.92
9/30/2019,GBP,0.81
10/1/2019,USD,1.00
10/1/2019,CAD,1.33
10/1/2019,AUD,1.49
10/1/2019,EUR,0.92
10/1/2019,GBP,0.82
10/2/2019,USD,1.00
10/2/2019,CAD,1.32
10/2/2019,AUD,1.50
10/2/2019,EUR,0.92
10/2/2019,GBP,0.81
10/3/2019,USD,1.00
10/3/2019,CAD,1.33
10/3/2019,AUD,1.49
10/3/2019,EUR,0.91
10/3/2019,GBP,0.81
10/4/2019,USD,1.00
10/4/2019,CAD,1.33
10/4/2019,AUD,1.48
10/4/2019,EUR,0.91
10/4/2019,GBP,0.81
10/5/2019,USD,1.00
10/5/2019,CAD,1.33
10/5/2019,AUD,1.48
10/5/2019,EUR,0.91
10/5/2019,GBP,0.81
10/6/2019,USD,1.00
10/6/2019,CAD,1.33
10/6/2019,AUD,1.48
10/6/2019,EUR,0.91
10/6/2019,GBP,0.81
10/7/2019,USD,1.00
10/7/2019,CAD,1.33
10/7/2019,AUD,1.48
10/7/2019,EUR,0.91
10/7/2019,GBP,0.81
10/8/2019,USD,1.00
10/8/2019,CAD,1.33
10/8/2019,AUD,1.48
10/8/2019,EUR,0.91
10/8/2019,GBP,0.82
10/9/2019,USD,1.00
10/9/2019,CAD,1.33
10/9/2019,AUD,1.48
10/9/2019,EUR,0.91
10/9/2019,GBP,0.82
10/10/2019,USD,1.00
10/10/2019,CAD,1.33
10/10/2019,AUD,1.48
10/10/2019,EUR,0.91
10/10/2019,GBP,0.82
10/11/2019,USD,1.00
10/11/2019,CAD,1.33
10/11/2019,AUD,1.47
10/11/2019,EUR,0.91
10/11/2019,GBP,0.79
10/12/2019,USD,1.00
10/12/2019,CAD,1.33
10/12/2019,AUD,1.47
10/12/2019,EUR,0.91
10/12/2019,GBP,0.79
10/13/2019,USD,1.00
10/13/2019,CAD,1.33
10/13/2019,AUD,1.47
10/13/2019,EUR,0.91
10/13/2019,GBP,0.79
10/14/2019,USD,1.00
10/14/2019,CAD,1.32
10/14/2019,AUD,1.48
10/14/2019,EUR,0.91
10/14/2019,GBP,0.80
10/15/2019,USD,1.00
10/15/2019,CAD,1.32
10/15/2019,AUD,1.48
10/15/2019,EUR,0.91
10/15/2019,GBP,0.79
10/16/2019,USD,1.00
10/16/2019,CAD,1.32
10/16/2019,AUD,1.49
10/16/2019,EUR,0.91
10/16/2019,GBP,0.79
10/17/2019,USD,1.00
10/17/2019,CAD,1.32
10/17/2019,AUD,1.47
10/17/2019,EUR,0.90
10/17/2019,GBP,0.78
10/18/2019,USD,1.00
10/18/2019,CAD,1.31
10/18/2019,AUD,1.46
10/18/2019,EUR,0.90
10/18/2019,GBP,0.78
10/19/2019,USD,1.00
10/19/2019,CAD,1.31
10/19/2019,AUD,1.46
10/19/2019,EUR,0.90
10/19/2019,GBP,0.78
10/20/2019,USD,1.00
10/20/2019,CAD,1.31
10/20/2019,AUD,1.46
10/20/2019,EUR,0.90
10/20/2019,GBP,0.78
10/21/2019,USD,1.00
10/21/2019,CAD,1.31
10/21/2019,AUD,1.45
10/21/2019,EUR,0.90
10/21/2019,GBP,0.77
10/22/2019,USD,1.00
10/22/2019,CAD,1.31
10/22/2019,AUD,1.46
10/22/2019,EUR,0.90
10/22/2019,GBP,0.77
10/23/2019,USD,1.00
10/23/2019,CAD,1.31
10/23/2019,AUD,1.46
10/23/2019,EUR,0.90
10/23/2019,GBP,0.78
10/24/2019,USD,1.00
10/24/2019,CAD,1.31
10/24/2019,AUD,1.46
10/24/2019,EUR,0.90
10/24/2019,GBP,0.78
10/25/2019,USD,1.00
10/25/2019,CAD,1.31
10/25/2019,AUD,1.46
10/25/2019,EUR,0.90
10/25/2019,GBP,0.78
10/26/2019,USD,1.00
10/26/2019,CAD,1.31
10/26/2019,AUD,1.46
10/26/2019,EUR,0.90
10/26/2019,GBP,0.78
10/27/2019,USD,1.00
10/27/2019,CAD,1.31
10/27/2019,AUD,1.46
10/27/2019,EUR,0.90
10/27/2019,GBP,0.78
10/28/2019,USD,1.00
10/28/2019,CAD,1.31
10/28/2019,AUD,1.47
10/28/2019,EUR,0.90
10/28/2019,GBP,0.78
10/29/2019,USD,1.00
10/29/2019,CAD,1.31
10/29/2019,AUD,1.46
10/29/2019,EUR,0.90
10/29/2019,GBP,0.78
10/30/2019,USD,1.00
10/30/2019,CAD,1.31
10/30/2019,AUD,1.46
10/30/2019,EUR,0.90
10/30/2019,GBP,0.78
10/31/2019,USD,1.00
10/31/2019,CAD,1.32
10/31/2019,AUD,1.45
10/31/2019,EUR,0.90
10/31/2019,GBP,0.77
11/1/2019,USD,1.00
11/1/2019,CAD,1.32
11/1/2019,AUD,1.45
11/1/2019,EUR,0.90
11/1/2019,GBP,0.77
11/2/2019,USD,1.00
11/2/2019,CAD,1.32
11/2/2019,AUD,1.45
11/2/2019,EUR,0.90
11/2/2019,GBP,0.77
11/3/2019,USD,1.00
11/3/2019,CAD,1.32
11/3/2019,AUD,1.45
11/3/2019,EUR,0.90
11/3/2019,GBP,0.77
11/4/2019,USD,1.00
11/4/2019,CAD,1.32
11/4/2019,AUD,1.45
11/4/2019,EUR,0.90
11/4/2019,GBP,0.77
11/5/2019,USD,1.00
11/5/2019,CAD,1.31
11/5/2019,AUD,1.45
11/5/2019,EUR,0.90
11/5/2019,GBP,0.78
11/6/2019,USD,1.00
11/6/2019,CAD,1.32
11/6/2019,AUD,1.45
11/6/2019,EUR,0.90
11/6/2019,GBP,0.78
11/7/2019,USD,1.00
11/7/2019,CAD,1.32
11/7/2019,AUD,1.45
11/7/2019,EUR,0.90
11/7/2019,GBP,0.78
11/8/2019,USD,1.00
11/8/2019,CAD,1.32
11/8/2019,AUD,1.46
11/8/2019,EUR,0.91
11/8/2019,GBP,0.78
11/9/2019,USD,1.00
11/9/2019,CAD,1.32
11/9/2019,AUD,1.46
11/9/2019,EUR,0.91
11/9/2019,GBP,0.78
11/10/2019,USD,1.00
11/10/2019,CAD,1.32
11/10/2019,AUD,1.46
11/10/2019,EUR,0.91
11/10/2019,GBP,0.78
11/11/2019,USD,1.00
11/11/2019,CAD,1.32
11/11/2019,AUD,1.46
11/11/2019,EUR,0.91
11/11/2019,GBP,0.78
11/12/2019,USD,1.00
11/12/2019,CAD,1.32
11/12/2019,AUD,1.46
11/12/2019,EUR,0.91
11/12/2019,GBP,0.78
11/13/2019,USD,1.00
11/13/2019,CAD,1.33
11/13/2019,AUD,1.47
11/13/2019,EUR,0.91
11/13/2019,GBP,0.78
11/14/2019,USD,1.00
11/14/2019,CAD,1.33
11/14/2019,AUD,1.47
11/14/2019,EUR,0.91
11/14/2019,GBP,0.78
11/15/2019,USD,1.00
11/15/2019,CAD,1.32
11/15/2019,AUD,1.47
11/15/2019,EUR,0.91
11/15/2019,GBP,0.78
11/16/2019,USD,1.00
11/16/2019,CAD,1.32
11/16/2019,AUD,1.47
11/16/2019,EUR,0.91
11/16/2019,GBP,0.78
11/17/2019,USD,1.00
11/17/2019,CAD,1.32
11/17/2019,AUD,1.47
11/17/2019,EUR,0.91
11/17/2019,GBP,0.78
11/18/2019,USD,1.00
11/18/2019,CAD,1.32
11/18/2019,AUD,1.47
11/18/2019,EUR,0.90
11/18/2019,GBP,0.77
11/19/2019,USD,1.00
11/19/2019,CAD,1.32
11/19/2019,AUD,1.47
11/19/2019,EUR,0.90
11/19/2019,GBP,0.77
11/20/2019,USD,1.00
11/20/2019,CAD,1.33
11/20/2019,AUD,1.47
11/20/2019,EUR,0.90
11/20/2019,GBP,0.78
11/21/2019,USD,1.00
11/21/2019,CAD,1.33
11/21/2019,AUD,1.47
11/21/2019,EUR,0.90
11/21/2019,GBP,0.77
11/22/2019,USD,1.00
11/22/2019,CAD,1.33
11/22/2019,AUD,1.47
11/22/2019,EUR,0.90
11/22/2019,GBP,0.78
11/23/2019,USD,1.00
11/23/2019,CAD,1.33
11/23/2019,AUD,1.47
11/23/2019,EUR,0.90
11/23/2019,GBP,0.78
11/24/2019,USD,1.00
11/24/2019,CAD,1.33
11/24/2019,AUD,1.47
11/24/2019,EUR,0.90
11/24/2019,GBP,0.78
11/25/2019,USD,1.00
11/25/2019,CAD,1.33
11/25/2019,AUD,1.47
11/25/2019,EUR,0.91
11/25/2019,GBP,0.78
11/26/2019,USD,1.00
11/26/2019,CAD,1.33
11/26/2019,AUD,1.47
11/26/2019,EUR,0.91
11/26/2019,GBP,0.78
11/27/2019,USD,1.00
11/27/2019,CAD,1.33
11/27/2019,AUD,1.47
11/27/2019,EUR,0.91
11/27/2019,GBP,0.78
11/28/2019,USD,1.00
11/28/2019,CAD,1.33
11/28/2019,AUD,1.48
11/28/2019,EUR,0.91
11/28/2019,GBP,0.77
11/29/2019,USD,1.00
11/29/2019,CAD,1.33
11/29/2019,AUD,1.48
11/29/2019,EUR,0.91
11/29/2019,GBP,0.78
11/30/2019,USD,1.00
11/30/2019,CAD,1.33
11/30/2019,AUD,1.48
11/30/2019,EUR,0.91
11/30/2019,GBP,0.78
12/1/2019,USD,1.00
12/1/2019,CAD,1.33
12/1/2019,AUD,1.48
12/1/2019,EUR,0.91
12/1/2019,GBP,0.78
12/2/2019,USD,1.00
12/2/2019,CAD,1.33
12/2/2019,AUD,1.47
12/2/2019,EUR,0.91
12/2/2019,GBP,0.77
12/3/2019,USD,1.00
12/3/2019,CAD,1.33
12/3/2019,AUD,1.46
12/3/2019,EUR,0.90
12/3/2019,GBP,0.77
12/4/2019,USD,1.00
12/4/2019,CAD,1.33
12/4/2019,AUD,1.46
12/4/2019,EUR,0.90
12/4/2019,GBP,0.76
12/5/2019,USD,1.00
12/5/2019,CAD,1.32
12/5/2019,AUD,1.46
12/5/2019,EUR,0.90
12/5/2019,GBP,0.76
12/6/2019,USD,1.00
12/6/2019,CAD,1.32
12/6/2019,AUD,1.46
12/6/2019,EUR,0.90
12/6/2019,GBP,0.76
12/7/2019,USD,1.00
12/7/2019,CAD,1.32
12/7/2019,AUD,1.46
12/7/2019,EUR,0.90
12/7/2019,GBP,0.76
12/8/2019,USD,1.00
12/8/2019,CAD,1.32
12/8/2019,AUD,1.46
12/8/2019,EUR,0.90
12/8/2019,GBP,0.76
12/9/2019,USD,1.00
12/9/2019,CAD,1.33
12/9/2019,AUD,1.47
12/9/2019,EUR,0.90
12/9/2019,GBP,0.76
12/10/2019,USD,1.00
12/10/2019,CAD,1.32
12/10/2019,AUD,1.47
12/10/2019,EUR,0.90
12/10/2019,GBP,0.76
12/11/2019,USD,1.00
12/11/2019,CAD,1.32
12/11/2019,AUD,1.46
12/11/2019,EUR,0.90
12/11/2019,GBP,0.76
12/12/2019,USD,1.00
12/12/2019,CAD,1.32
12/12/2019,AUD,1.45
12/12/2019,EUR,0.90
12/12/2019,GBP,0.76
12/13/2019,USD,1.00
12/13/2019,CAD,1.32
12/13/2019,AUD,1.45
12/13/2019,EUR,0.89
12/13/2019,GBP,0.75
12/14/2019,USD,1.00
12/14/2019,CAD,1.32
12/14/2019,AUD,1.45
12/14/2019,EUR,0.89
12/14/2019,GBP,0.75
12/15/2019,USD,1.00
12/15/2019,CAD,1.32
12/15/2019,AUD,1.45
12/15/2019,EUR,0.89
12/15/2019,GBP,0.75
12/16/2019,USD,1.00
12/16/2019,CAD,1.31
12/16/2019,AUD,1.45
12/16/2019,EUR,0.90
12/16/2019,GBP,0.75
12/17/2019,USD,1.00
12/17/2019,CAD,1.32
12/17/2019,AUD,1.46
12/17/2019,EUR,0.90
12/17/2019,GBP,0.76
12/18/2019,USD,1.00
12/18/2019,CAD,1.32
12/18/2019,AUD,1.46
12/18/2019,EUR,0.90
12/18/2019,GBP,0.77
12/19/2019,USD,1.00
12/19/2019,CAD,1.31
12/19/2019,AUD,1.46
12/19/2019,EUR,0.90
12/19/2019,GBP,0.77
12/20/2019,USD,1.00
12/20/2019,CAD,1.31
12/20/2019,AUD,1.45
12/20/2019,EUR,0.90
12/20/2019,GBP,0.77
12/21/2019,USD,1.00
12/21/2019,CAD,1.31
12/21/2019,AUD,1.45
12/21/2019,EUR,0.90
12/21/2019,GBP,0.77
12/22/2019,USD,1.00
12/22/2019,CAD,1.31
12/22/2019,AUD,1.45
12/22/2019,EUR,0.90
12/22/2019,GBP,0.77
12/23/2019,USD,1.00
12/23/2019,CAD,1.32
12/23/2019,AUD,1.45
12/23/2019,EUR,0.90
12/23/2019,GBP,0.77
12/24/2019,USD,1.00
12/24/2019,CAD,1.32
12/24/2019,AUD,1.45
12/24/2019,EUR,0.90
12/24/2019,GBP,0.77
12/25/2019,USD,1.00
12/25/2019,CAD,1.32
12/25/2019,AUD,1.45
12/25/2019,EUR,0.90
12/25/2019,GBP,0.77
12/26/2019,USD,1.00
12/26/2019,CAD,1.32
12/26/2019,AUD,1.45
12/26/2019,EUR,0.90
12/26/2019,GBP,0.77
12/27/2019,USD,1.00
12/27/2019,CAD,1.31
12/27/2019,AUD,1.43
12/27/2019,EUR,0.90
12/27/2019,GBP,0.76
12/28/2019,USD,1.00
12/28/2019,CAD,1.31
12/28/2019,AUD,1.43
12/28/2019,EUR,0.90
12/28/2019,GBP,0.76
12/29/2019,USD,1.00
12/29/2019,CAD,1.31
12/29/2019,AUD,1.43
12/29/2019,EUR,0.90
12/29/2019,GBP,0.76
12/30/2019,USD,1.00
12/30/2019,CAD,1.31
12/30/2019,AUD,1.43
12/30/2019,EUR,0.89
12/30/2019,GBP,0.76
12/31/2019,USD,1.00
12/31/2019,CAD,1.30
12/31/2019,AUD,1.42
12/31/2019,EUR,0.89
12/31/2019,GBP,0.76
1/1/2020,USD,1.00
1/1/2020,CAD,1.30
1/1/2020,AUD,1.42
1/1/2020,EUR,0.89
1/1/2020,GBP,0.76
1/2/2020,USD,1.00
1/2/2020,CAD,1.30
1/2/2020,AUD,1.43
1/2/2020,EUR,0.89
1/2/2020,GBP,0.76
1/3/2020,USD,1.00
1/3/2020,CAD,1.30
1/3/2020,AUD,1.44
1/3/2020,EUR,0.90
1/3/2020,GBP,0.76
1/4/2020,USD,1.00
1/4/2020,CAD,1.30
1/4/2020,AUD,1.44
1/4/2020,EUR,0.90
1/4/2020,GBP,0.76
1/5/2020,USD,1.00
1/5/2020,CAD,1.30
1/5/2020,AUD,1.44
1/5/2020,EUR,0.90
1/5/2020,GBP,0.76
1/6/2020,USD,1.00
1/6/2020,CAD,1.30
1/6/2020,AUD,1.44
1/6/2020,EUR,0.89
1/6/2020,GBP,0.76
1/7/2020,USD,1.00
1/7/2020,CAD,1.30
1/7/2020,AUD,1.45
1/7/2020,EUR,0.90
1/7/2020,GBP,0.76
1/8/2020,USD,1.00
1/8/2020,CAD,1.30
1/8/2020,AUD,1.46
1/8/2020,EUR,0.90
1/8/2020,GBP,0.76
1/9/2020,USD,1.00
1/9/2020,CAD,1.31
1/9/2020,AUD,1.46
1/9/2020,EUR,0.90
1/9/2020,GBP,0.77
1/10/2020,USD,1.00
1/10/2020,CAD,1.31
1/10/2020,AUD,1.45
1/10/2020,EUR,0.90
1/10/2020,GBP,0.76
1/11/2020,USD,1.00
1/11/2020,CAD,1.31
1/11/2020,AUD,1.45
1/11/2020,EUR,0.90
1/11/2020,GBP,0.76
1/12/2020,USD,1.00
1/12/2020,CAD,1.31
1/12/2020,AUD,1.45
1/12/2020,EUR,0.90
1/12/2020,GBP,0.76
1/13/2020,USD,1.00
1/13/2020,CAD,1.30
1/13/2020,AUD,1.45
1/13/2020,EUR,0.90
1/13/2020,GBP,0.77
1/14/2020,USD,1.00
1/14/2020,CAD,1.31
1/14/2020,AUD,1.45
1/14/2020,EUR,0.90
1/14/2020,GBP,0.77
1/15/2020,USD,1.00
1/15/2020,CAD,1.31
1/15/2020,AUD,1.45
1/15/2020,EUR,0.90
1/15/2020,GBP,0.77
1/16/2020,USD,1.00
1/16/2020,CAD,1.30
1/16/2020,AUD,1.44
1/16/2020,EUR,0.90
1/16/2020,GBP,0.77
1/17/2020,USD,1.00
1/17/2020,CAD,1.31
1/17/2020,AUD,1.45
1/17/2020,EUR,0.90
1/17/2020,GBP,0.77
1/18/2020,USD,1.00
1/18/2020,CAD,1.31
1/18/2020,AUD,1.45
1/18/2020,EUR,0.90
1/18/2020,GBP,0.77
1/19/2020,USD,1.00
1/19/2020,CAD,1.31
1/19/2020,AUD,1.45
1/19/2020,EUR,0.90
1/19/2020,GBP,0.77
1/20/2020,USD,1.00
1/20/2020,CAD,1.31
1/20/2020,AUD,1.46
1/20/2020,EUR,0.90
1/20/2020,GBP,0.77
1/21/2020,USD,1.00
1/21/2020,CAD,1.31
1/21/2020,AUD,1.46
1/21/2020,EUR,0.90
1/21/2020,GBP,0.77
1/22/2020,USD,1.00
1/22/2020,CAD,1.30
1/22/2020,AUD,1.46
1/22/2020,EUR,0.90
1/22/2020,GBP,0.76
1/23/2020,USD,1.00
1/23/2020,CAD,1.32
1/23/2020,AUD,1.46
1/23/2020,EUR,0.90
1/23/2020,GBP,0.76
1/24/2020,USD,1.00
1/24/2020,CAD,1.31
1/24/2020,AUD,1.46
1/24/2020,EUR,0.91
1/24/2020,GBP,0.76
1/25/2020,USD,1.00
1/25/2020,CAD,1.31
1/25/2020,AUD,1.46
1/25/2020,EUR,0.91
1/25/2020,GBP,0.76
1/26/2020,USD,1.00
1/26/2020,CAD,1.31
1/26/2020,AUD,1.46
1/26/2020,EUR,0.91
1/26/2020,GBP,0.76
1/27/2020,USD,1.00
1/27/2020,CAD,1.32
1/27/2020,AUD,1.48
1/27/2020,EUR,0.91
1/27/2020,GBP,0.77
1/28/2020,USD,1.00
1/28/2020,CAD,1.32
1/28/2020,AUD,1.48
1/28/2020,EUR,0.91
1/28/2020,GBP,0.77
1/29/2020,USD,1.00
1/29/2020,CAD,1.32
1/29/2020,AUD,1.48
1/29/2020,EUR,0.91
1/29/2020,GBP,0.77
1/30/2020,USD,1.00
1/30/2020,CAD,1.32
1/30/2020,AUD,1.49
1/30/2020,EUR,0.91
1/30/2020,GBP,0.76
1/31/2020,USD,1.00
1/31/2020,CAD,1.32
1/31/2020,AUD,1.49
1/31/2020,EUR,0.90
1/31/2020,GBP,0.76
2/1/2020,USD,1.00
2/1/2020,CAD,1.32
2/1/2020,AUD,1.49
2/1/2020,EUR,0.90
2/1/2020,GBP,0.76
2/2/2020,USD,1.00
2/2/2020,CAD,1.32
2/2/2020,AUD,1.49
2/2/2020,EUR,0.90
2/2/2020,GBP,0.76
2/3/2020,USD,1.00
2/3/2020,CAD,1.32
2/3/2020,AUD,1.49
2/3/2020,EUR,0.90
2/3/2020,GBP,0.77
2/4/2020,USD,1.00
2/4/2020,CAD,1.33
2/4/2020,AUD,1.49
2/4/2020,EUR,0.91
2/4/2020,GBP,0.77
2/5/2020,USD,1.00
2/5/2020,CAD,1.33
2/5/2020,AUD,1.48
2/5/2020,EUR,0.91
2/5/2020,GBP,0.77
2/6/2020,USD,1.00
2/6/2020,CAD,1.33
2/6/2020,AUD,1.48
2/6/2020,EUR,0.91
2/6/2020,GBP,0.77
2/7/2020,USD,1.00
2/7/2020,CAD,1.33
2/7/2020,AUD,1.50
2/7/2020,EUR,0.91
2/7/2020,GBP,0.77
2/8/2020,USD,1.00
2/8/2020,CAD,1.33
2/8/2020,AUD,1.50
2/8/2020,EUR,0.91
2/8/2020,GBP,0.77
2/9/2020,USD,1.00
2/9/2020,CAD,1.33
2/9/2020,AUD,1.50
2/9/2020,EUR,0.91
2/9/2020,GBP,0.77
2/10/2020,USD,1.00
2/10/2020,CAD,1.33
2/10/2020,AUD,1.50
2/10/2020,EUR,0.91
2/10/2020,GBP,0.77
2/11/2020,USD,1.00
2/11/2020,CAD,1.33
2/11/2020,AUD,1.49
2/11/2020,EUR,0.92
2/11/2020,GBP,0.77
2/12/2020,USD,1.00
2/12/2020,CAD,1.33
2/12/2020,AUD,1.48
2/12/2020,EUR,0.92
2/12/2020,GBP,0.77
2/13/2020,USD,1.00
2/13/2020,CAD,1.33
2/13/2020,AUD,1.49
2/13/2020,EUR,0.92
2/13/2020,GBP,0.77
2/14/2020,USD,1.00
2/14/2020,CAD,1.32
2/14/2020,AUD,1.49
2/14/2020,EUR,0.92
2/14/2020,GBP,0.77
2/15/2020,USD,1.00
2/15/2020,CAD,1.32
2/15/2020,AUD,1.49
2/15/2020,EUR,0.92
2/15/2020,GBP,0.77
2/16/2020,USD,1.00
2/16/2020,CAD,1.32
2/16/2020,AUD,1.49
2/16/2020,EUR,0.92
2/16/2020,GBP,0.77
2/17/2020,USD,1.00
2/17/2020,CAD,1.32
2/17/2020,AUD,1.49
2/17/2020,EUR,0.92
2/17/2020,GBP,0.77
2/18/2020,USD,1.00
2/18/2020,CAD,1.33
2/18/2020,AUD,1.50
2/18/2020,EUR,0.92
2/18/2020,GBP,0.77
2/19/2020,USD,1.00
2/19/2020,CAD,1.32
2/19/2020,AUD,1.49
2/19/2020,EUR,0.93
2/19/2020,GBP,0.77
2/20/2020,USD,1.00
2/20/2020,CAD,1.33
2/20/2020,AUD,1.51
